,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
73767,349579,202059,89,123,4,40,0,08,8.0,2,0,40,8.0,13.5,23,2,0.5,4,12.25
592211,1481873,126906,47626,24,4,10,6,12,7.0,5,1,10,7.0,7.0,12,5923,0.7280885064535956,8135,8.063306699446835
122533,415554,146658,8955,16,4,29,1,15,30.0,25,1,29,30.0,19.5,28,140,0.43209876543209874,324,10.447530864197532
1330305,3404907,171902,13870,107,19,30,1,08,14.0,15,1,30,14.0,9.5,15,640,0.6458123107971746,991,10.319878910191726
406891,1031026,129103,9444,107,19,9,6,18,13.0,15,0,9,13.0,8.0,11,45,0.7627118644067796,59,10.932203389830509
1098045,2860362,66575,39561,78,19,10,2,16,20.0,15,1,10,20.0,12.5,15,271,0.620137299771167,437,12.173913043478262
50226,317589,167853,27325,115,7,6,5,18,30.0,4,1,6,30.0,3.5,1,345,0.782312925170068,441,5.242630385487528
1086947,2847894,102453,31683,31,7,17,2,15,30.0,13,1,17,30.0,11.0,14,545,0.6654456654456654,819,7.456654456654457
83901,95817,186935,17949,21,16,100,6,14,4.0,3,1,100,4.0,5.5,10,277,0.7446236559139785,372,9.010752688172044
1235762,3057227,124362,39928,24,4,41,0,08,10.0,28,1,41,10.0,15.5,29,1391,0.7398936170212767,1880,9.470744680851064
395987,957360,109032,28911,130,14,6,6,06,8.0,3,1,6,8.0,5.0,7,36,0.3711340206185567,97,11.711340206185566
372131,933448,27109,22935,83,4,6,2,11,30.0,6,1,6,30.0,11.0,10,3094,0.7212121212121212,4290,8.864801864801866
239298,546132,89502,17553,120,16,10,4,17,2.0,12,0,10,2.0,7.5,5,96,0.6808510638297872,141,9.581560283687944
610646,1513334,32067,47626,24,4,39,1,15,6.0,6,1,39,6.0,13.0,24,5923,0.7280885064535956,8135,8.063306699446835
541714,1412462,123811,26209,24,4,6,4,13,11.0,7,0,6,11.0,5.5,3,4234,0.701806729653572,6033,8.980606663351566
451562,1085441,140655,20682,93,3,14,0,12,8.0,5,1,14,8.0,3.0,5,100,0.7194244604316546,139,7.690647482014389
458672,1282943,81166,39190,91,16,6,6,09,9.0,3,0,6,9.0,8.0,8,332,0.6434108527131783,516,7.689922480620155
421592,986179,131710,47900,106,12,5,3,10,15.0,2,1,5,15.0,6.5,4,165,0.7236842105263158,228,7.837719298245614
949259,2210948,94245,30699,89,13,10,0,10,30.0,2,0,10,30.0,7.0,4,1,0.14285714285714285,7,10.0
408249,1033877,110527,10385,83,4,11,6,16,30.0,1,0,11,30.0,6.5,0,254,0.49034749034749037,518,10.978764478764479
504608,1356741,169043,9175,77,7,16,5,09,30.0,4,1,16,30.0,3.5,4,97,0.7348484848484849,132,5.5606060606060606
1380497,3279181,198092,8480,65,11,6,2,16,7.0,11,0,6,7.0,6.5,1,9,0.5625,16,7.375
128077,143528,85089,18232,122,12,4,5,01,3.0,22,0,4,3.0,13.0,7,87,0.49714285714285716,175,10.257142857142858
967975,2247778,147330,47187,131,9,5,5,11,0.0,22,1,5,0.0,16.5,31,8,0.5,16,14.125
371955,933129,92031,23165,83,4,4,0,20,27.0,4,0,4,27.0,5.5,2,423,0.5536649214659686,764,10.070680628272251
1315679,3154465,100093,21405,83,4,4,4,11,30.0,12,0,4,30.0,13.0,2,685,0.6580211335254563,1041,9.926032660902978
14499,266790,162220,19125,77,7,42,1,11,3.0,4,1,42,3.0,11.0,17,157,0.6061776061776062,259,8.637065637065637
742627,1709564,67469,34703,52,1,7,6,18,21.0,3,1,7,21.0,8.0,6,12,0.5454545454545454,22,10.5
1340459,3184336,119583,8518,83,4,22,4,18,15.0,5,1,22,15.0,9.5,14,2428,0.6359350445259299,3818,9.881875327396543
182392,224293,111437,41680,94,7,13,2,17,17.0,8,1,13,17.0,10.5,17,15,0.5172413793103449,29,8.551724137931034
1288563,3122846,119771,33129,67,20,4,2,14,24.0,26,0,4,24.0,14.5,14,357,0.5144092219020173,694,10.076368876080691
837692,2016284,31072,9076,116,1,7,6,17,12.0,4,1,7,12.0,25.0,24,1407,0.6056823073611709,2323,9.064141196728368
1316483,3156361,157823,47209,24,4,15,4,12,14.0,14,1,15,14.0,10.0,8,6042,0.8284656519950637,7293,6.972850678733032
488641,1327750,126427,27288,105,13,15,0,21,9.0,4,1,15,9.0,8.0,7,92,0.5111111111111111,180,9.877777777777778
862776,2095024,50296,18670,91,16,23,5,16,6.0,12,0,23,6.0,9.0,13,135,0.7627118644067796,177,7.146892655367232
1234296,3029940,10759,5450,24,4,5,0,11,19.0,19,0,5,19.0,12.0,15,2189,0.705446342249436,3103,7.341282629713181
1170082,2951364,35453,21938,83,4,9,3,16,30.0,3,0,9,30.0,3.5,3,1493,0.5922253074176914,2521,9.889726299087664
1226623,3045033,196043,49630,116,1,45,1,19,5.0,9,1,45,5.0,5.5,9,17,0.6538461538461539,26,11.76923076923077
268672,581371,186877,22935,83,4,19,6,17,30.0,5,0,19,30.0,7.5,8,3094,0.7212121212121212,4290,8.864801864801866
1003148,2545817,88024,4210,84,16,10,2,16,4.0,15,1,10,4.0,9.5,15,1088,0.8149812734082397,1335,5.158801498127341
1163013,2939092,174132,42828,108,16,13,6,12,30.0,28,1,13,30.0,21.5,24,772,0.7161410018552876,1078,9.631725417439704
469400,1103882,4534,7948,36,16,6,3,14,22.0,11,1,6,22.0,8.0,7,421,0.566621803499327,743,9.243606998654105
589592,1231924,8803,43122,24,4,58,0,11,3.0,4,1,58,3.0,7.5,12,686,0.7,980,9.778571428571428
1200271,2758621,137978,6933,120,16,7,3,12,4.0,6,1,7,4.0,3.5,6,63,0.5727272727272728,110,9.190909090909091
101699,114158,121547,37067,24,4,26,2,15,8.0,4,1,26,8.0,5.0,7,1329,0.5698970840480274,2332,6.256861063464837
1351496,3205638,85440,47485,52,1,13,1,13,30.0,39,1,13,30.0,28.5,40,12,0.631578947368421,19,11.0
268874,581747,181179,21137,24,4,5,0,08,0.0,3,1,5,0.0,13.0,25,8603,0.7897007527079126,10894,8.017073618505599
129705,147189,75346,29912,81,15,33,2,15,6.0,10,0,33,6.0,12.0,19,6,0.3333333333333333,18,9.833333333333334
331275,652826,153129,37065,83,4,5,2,17,16.0,4,1,5,16.0,4.5,5,234,0.5294117647058824,442,9.746606334841628
484028,1119651,152125,38601,94,7,18,1,08,30.0,2,1,18,30.0,5.5,8,10,0.5882352941176471,17,10.235294117647058
752900,1719806,140914,31612,38,1,40,1,18,26.0,17,1,40,26.0,11.0,12,65,0.5603448275862069,116,11.017241379310345
205832,504876,190087,39275,123,4,18,3,12,8.0,3,1,18,8.0,3.5,5,3384,0.6814337494965768,4966,8.520338300443013
750857,1893259,119728,48628,112,3,19,3,18,12.0,12,1,19,12.0,11.0,9,281,0.7025,400,8.56
422000,987457,31182,11520,86,16,69,3,11,8.0,2,1,69,8.0,9.0,8,1500,0.7903055848261328,1898,5.708113804004215
119054,407042,29842,27156,59,15,24,6,14,17.0,20,1,24,17.0,13.5,25,1004,0.6370558375634517,1576,10.232868020304569
821398,1995376,116746,26209,24,4,6,6,19,13.0,6,1,6,13.0,7.5,11,4234,0.701806729653572,6033,8.980606663351566
752223,1718393,163753,30036,27,5,79,4,15,3.0,2,1,79,3.0,11.5,20,34,0.5483870967741935,62,5.451612903225806
219882,764533,188274,3166,120,16,20,6,17,30.0,16,1,20,30.0,11.0,11,7,0.5,14,7.928571428571429
868719,2315473,59674,26495,84,16,16,6,11,7.0,16,0,16,7.0,13.0,14,4,0.2857142857142857,14,10.142857142857142
986461,2272463,70202,14491,92,18,57,6,09,8.0,4,1,57,8.0,10.0,16,82,0.5503355704697986,149,11.926174496644295
222760,525784,30636,4781,91,16,6,5,08,30.0,7,0,6,30.0,6.5,5,129,0.6084905660377359,212,7.0
752384,1718713,121671,23765,96,20,5,0,12,7.0,6,0,5,7.0,5.0,5,160,0.6451612903225806,248,9.983870967741936
1104723,2644254,90928,47792,38,1,4,0,11,30.0,20,0,4,30.0,17.5,11,215,0.6891025641025641,312,9.240384615384615
847698,2289526,139634,22890,17,13,8,4,16,30.0,13,0,8,30.0,10.0,13,80,0.3883495145631068,206,9.37378640776699
1042185,2588058,104209,45285,54,17,6,3,21,3.0,5,1,6,3.0,9.0,8,5,0.5,10,13.2
1025915,2505673,172095,34564,85,17,6,2,09,17.0,15,0,6,17.0,9.0,1,1,0.16666666666666666,6,11.166666666666666
1041031,2585080,87274,33493,44,11,9,5,17,30.0,5,1,9,30.0,10.0,5,62,0.24031007751937986,258,8.356589147286822
856541,2084112,52963,34619,78,19,62,5,10,1.0,6,1,62,1.0,3.5,5,63,0.5887850467289719,107,8.532710280373832
833237,2058916,104554,31883,38,1,11,0,22,9.0,7,1,11,9.0,4.5,5,92,0.5443786982248521,169,10.650887573964496
408343,1034139,170280,4793,120,16,70,5,05,4.0,4,1,70,4.0,10.5,20,204,0.7786259541984732,262,7.305343511450381
1352310,3208037,177614,8859,115,7,6,2,07,6.0,1,1,6,6.0,9.5,6,721,0.7589473684210526,950,4.943157894736842
1260473,3089192,84946,40214,48,14,35,0,09,30.0,3,1,35,30.0,3.0,4,46,0.6216216216216216,74,9.91891891891892
498493,1347929,178392,9346,98,7,12,1,21,30.0,27,0,12,30.0,22.0,10,15,0.6,25,9.8
436161,1002801,61866,329,84,16,6,5,11,29.0,1,1,6,29.0,2.5,1,388,0.8083333333333333,480,5.83125
1241515,3289950,115033,37959,86,16,8,4,00,30.0,1,1,8,30.0,1.5,2,15,0.4411764705882353,34,7.0588235294117645
1730,4494,115015,9913,13,20,7,6,11,6.0,22,0,7,6.0,11.5,2,43,0.671875,64,7.78125
1026587,2507414,17411,42534,111,17,9,4,12,30.0,2,0,9,30.0,2.5,0,5,0.20833333333333334,24,7.708333333333333
1224715,3040822,43275,47209,24,4,37,4,17,10.0,2,1,37,10.0,7.5,10,6042,0.8284656519950637,7293,6.972850678733032
400212,962528,174904,27307,86,16,7,6,07,30.0,3,1,7,30.0,6.0,6,239,0.739938080495356,323,6.730650154798762
320090,635451,57663,21709,115,7,5,3,11,30.0,22,0,5,30.0,13.5,19,1076,0.7561489810260014,1423,6.7547434996486295
163179,200707,163553,36070,123,4,10,4,17,30.0,25,0,10,30.0,14.5,15,427,0.5663129973474801,754,9.168435013262599
871875,2107054,59420,37460,37,1,4,6,15,30.0,18,0,4,30.0,11.5,5,28,0.4057971014492754,69,9.0
345013,681136,191855,14901,117,19,7,0,09,29.0,4,1,7,29.0,9.0,7,171,0.5551948051948052,308,11.068181818181818
677164,1615256,38209,5077,112,3,13,1,15,7.0,7,1,13,7.0,9.0,11,1752,0.762402088772846,2298,7.596170583115753
489701,1129132,139552,36695,83,4,4,5,16,6.0,1,0,4,6.0,3.0,0,630,0.6803455723542117,926,9.802375809935205
950711,2214815,169482,890,81,15,6,6,14,30.0,6,1,6,30.0,6.5,10,465,0.5555555555555556,837,9.935483870967742
1131021,2900165,105078,46667,83,4,5,3,14,30.0,11,0,5,30.0,6.0,2,1241,0.6183358246138515,2007,9.485799701046338
1254992,3308430,138412,21903,123,4,29,1,16,22.0,31,1,29,22.0,17.0,30,8055,0.8232829108748978,9784,7.485384300899428
156942,190227,138543,40706,123,4,4,1,09,30.0,8,1,4,30.0,5.5,4,2727,0.7133141511901648,3823,9.643735286424274
735378,1696639,182848,4210,84,16,11,5,21,6.0,8,0,11,6.0,7.0,9,1088,0.8149812734082397,1335,5.158801498127341
126332,419571,4815,18359,123,4,12,2,12,27.0,4,0,12,27.0,4.5,3,26,0.5416666666666666,48,7.5
1267543,3324166,126006,35163,83,4,4,0,14,30.0,3,0,4,30.0,14.0,18,309,0.6267748478701826,493,8.890466531440163
887613,2331511,150879,36307,61,19,11,1,23,30.0,2,1,11,30.0,5.5,9,63,0.7078651685393258,89,7.550561797752809
943960,2394476,188433,28137,129,1,5,6,11,30.0,11,1,5,30.0,6.0,9,13,0.43333333333333335,30,8.733333333333333
1342413,3418754,28924,93,23,19,8,3,10,30.0,3,0,8,30.0,9.5,5,28,0.5714285714285714,49,8.816326530612244
1113301,2873233,18105,27156,59,15,13,6,20,18.0,11,1,13,18.0,14.0,14,1004,0.6370558375634517,1576,10.232868020304569
1286465,3345329,180703,28289,123,4,30,0,04,21.0,10,1,30,21.0,10.5,20,546,0.6578313253012048,830,9.548192771084338
742886,1710331,6573,27966,123,4,27,1,09,28.0,6,1,27,28.0,5.5,7,4279,0.7715470609448251,5546,7.628921745402091
876608,2118135,120295,21162,92,18,10,2,09,23.0,12,0,10,23.0,7.5,3,116,0.6444444444444445,180,11.222222222222221
608213,1251723,54425,32655,86,16,38,3,16,11.0,13,1,38,11.0,11.5,17,812,0.7718631178707225,1052,5.931558935361217
800926,1968123,33116,31471,17,13,12,4,10,14.0,6,0,12,14.0,5.5,6,45,0.45454545454545453,99,10.383838383838384
389326,950335,34176,47229,123,4,18,2,12,16.0,13,0,18,16.0,8.5,13,113,0.47478991596638653,238,9.861344537815127
1103647,2869702,83993,31215,120,16,15,2,12,19.0,15,1,15,19.0,38.5,61,284,0.6382022471910113,445,8.186516853932584
603378,1245623,182005,27690,50,19,45,0,15,5.0,10,0,45,5.0,8.0,13,197,0.7323420074349443,269,10.315985130111525
529151,1155819,168097,4269,21,16,22,1,13,3.0,6,1,22,3.0,6.0,10,54,0.5510204081632653,98,8.33673469387755
876628,2118172,183553,16281,95,15,29,6,08,14.0,5,0,29,14.0,4.0,5,63,0.5675675675675675,111,5.441441441441442
434930,999352,41276,40229,131,9,20,2,08,23.0,7,0,20,23.0,7.5,6,94,0.5026737967914439,187,11.117647058823529
1141192,2904673,126114,12312,25,11,14,1,13,4.0,7,0,14,4.0,6.0,7,90,0.3488372093023256,258,9.790697674418604
369709,721360,34893,30391,83,4,5,3,17,10.0,7,0,5,10.0,4.5,3,3007,0.6518534576197702,4613,9.310860611315846
1108762,2654773,137006,3696,78,19,4,0,14,6.0,9,1,4,6.0,19.5,18,102,0.5795454545454546,176,9.448863636363637
312166,879372,19984,2772,17,13,15,0,09,8.0,9,1,15,8.0,6.0,9,9,0.2903225806451613,31,7.032258064516129
818576,2048523,45524,30450,88,13,5,1,09,30.0,1,1,5,30.0,2.0,2,486,0.571764705882353,850,8.471764705882354
1192423,2749959,148263,18019,4,9,12,6,16,16.0,6,1,12,16.0,6.5,11,177,0.560126582278481,316,10.08860759493671
939020,2199921,176131,34358,83,4,24,0,17,7.0,14,1,24,7.0,17.5,32,1190,0.6197916666666666,1920,8.795833333333333
988780,2441907,5796,42327,75,17,6,1,08,30.0,16,0,6,30.0,9.0,11,6,0.3,20,9.75
1111337,2660972,68368,34312,75,17,20,0,11,28.0,12,1,20,28.0,14.5,27,10,0.5263157894736842,19,7.368421052631579
532378,1404701,155613,5479,115,7,12,4,14,25.0,2,1,12,25.0,11.0,17,946,0.8356890459363958,1132,5.926678445229682
1022411,2495722,121896,8727,110,13,4,0,15,27.0,24,0,4,27.0,14.5,15,14,0.35,40,12.825
1036405,2573636,5377,26620,115,7,82,0,18,7.0,15,1,82,7.0,8.0,13,644,0.7163515016685206,899,7.685205784204672
546050,1423026,149013,30233,86,16,16,3,17,30.0,2,1,16,30.0,3.0,2,922,0.810905892700088,1137,6.102902374670185
1339298,3416480,43841,44359,83,4,10,0,13,26.0,9,1,10,26.0,7.5,10,1650,0.6290507052992756,2623,9.659168890583302
1122139,2673094,152363,49095,54,17,49,4,14,11.0,9,1,49,11.0,14.0,26,40,0.6060606060606061,66,7.96969696969697
107354,123368,163945,6492,78,19,13,5,16,30.0,2,0,13,30.0,2.0,0,8,0.6666666666666666,12,6.666666666666667
1169471,2949699,168719,43892,27,5,43,2,14,20.0,4,1,43,20.0,2.5,4,34,0.6538461538461539,52,4.153846153846154
292633,848536,162474,35221,115,7,11,0,15,8.0,8,1,11,8.0,13.5,19,1476,0.7507629704984741,1966,6.677517802644965
113627,133226,76082,30391,83,4,8,1,14,30.0,2,1,8,30.0,10.0,15,3007,0.6518534576197702,4613,9.310860611315846
328476,902138,53186,24852,24,4,10,4,15,30.0,1,1,10,30.0,10.0,16,16557,0.8841717398269785,18726,4.959414717505073
456757,1278097,173093,37076,131,9,46,2,10,23.0,14,0,46,23.0,7.5,13,3,0.25,12,9.333333333333334
616408,1526805,154609,42265,123,4,5,0,18,28.0,6,1,5,28.0,12.5,17,2479,0.6891854323046983,3597,8.67167083680845
532160,1404168,80035,42139,61,19,42,2,21,5.0,16,0,42,5.0,8.5,7,81,0.5785714285714286,140,11.942857142857143
1188071,2743896,125261,37687,123,4,17,2,13,28.0,18,0,17,28.0,16.0,23,895,0.6571218795888399,1362,7.727606461086637
1235510,3056619,39887,8048,32,4,5,2,09,30.0,2,0,5,30.0,1.5,0,482,0.7901639344262295,610,4.114754098360656
363312,710162,8097,46584,120,16,11,6,12,6.0,18,0,11,6.0,14.0,9,313,0.681917211328976,459,9.326797385620916
1222320,3040125,164487,29388,42,1,5,0,10,26.0,12,0,5,26.0,11.0,7,78,0.6724137931034483,116,8.03448275862069
815130,2040753,91720,10132,21,16,23,6,06,7.0,12,1,23,7.0,15.5,27,509,0.7313218390804598,696,9.054597701149426
167779,207136,136136,47626,24,4,7,6,10,7.0,7,1,7,7.0,14.5,18,5923,0.7280885064535956,8135,8.063306699446835
227581,773460,190207,19728,55,11,31,0,14,14.0,7,0,31,14.0,6.0,7,0,0.0,3,10.0
28875,34969,38176,25330,78,19,15,0,12,7.0,2,1,15,7.0,4.5,5,87,0.7631578947368421,114,8.912280701754385
1092372,2856596,42343,21903,123,4,13,2,11,17.0,5,1,13,17.0,5.0,9,8055,0.8232829108748978,9784,7.485384300899428
1053806,2796602,156807,280,73,11,28,5,18,11.0,15,0,28,11.0,8.0,6,42,0.42,100,4.93
1206074,2767360,178081,13287,123,4,36,4,12,0.0,12,1,36,0.0,8.0,14,40,0.625,64,7.15625
202827,247992,39174,22372,94,7,42,4,18,3.0,2,1,42,3.0,2.0,2,18,0.4,45,7.822222222222222
884115,2130886,27146,11801,118,11,6,4,10,30.0,10,0,6,30.0,6.0,0,5,0.7142857142857143,7,6.857142857142857
470198,1105774,36966,33198,115,7,18,5,18,30.0,21,0,18,30.0,11.0,20,1348,0.747642817526345,1803,6.227953410981697
293895,617695,122792,26165,115,7,12,3,13,30.0,2,1,12,30.0,5.0,4,653,0.7709563164108618,847,5.743801652892562
895326,2137289,190313,8518,83,4,14,2,19,11.0,3,0,14,11.0,2.5,2,2428,0.6359350445259299,3818,9.881875327396543
554486,1433595,155651,45007,83,4,9,1,16,30.0,16,1,9,30.0,10.0,11,3266,0.7117018958378731,4589,9.377642187840488
739293,1706368,197543,31406,51,13,15,6,14,11.0,9,0,15,11.0,5.5,3,7,0.3684210526315789,19,6.473684210526316
409695,1037295,68053,5785,84,16,14,6,18,7.0,6,1,14,7.0,8.5,10,1276,0.8312703583061889,1535,5.608469055374592
474834,1312236,30205,26283,83,4,19,4,13,21.0,7,0,19,21.0,11.0,11,269,0.5445344129554656,494,10.647773279352228
969318,2251123,187665,24852,24,4,27,6,10,12.0,6,1,27,12.0,7.0,12,16557,0.8841717398269785,18726,4.959414717505073
991226,2537280,138757,49100,114,17,4,3,17,0.0,9,0,4,0.0,6.0,0,1,0.09090909090909091,11,10.545454545454545
1282322,3340289,62669,8518,83,4,25,1,08,7.0,32,0,25,7.0,18.5,23,2428,0.6359350445259299,3818,9.881875327396543
1083489,2839325,43700,44245,78,19,6,4,18,30.0,14,0,6,30.0,7.5,5,110,0.4845814977973568,227,11.022026431718063
120478,410480,169552,39097,112,3,8,0,08,7.0,3,1,8,7.0,5.5,9,173,0.6865079365079365,252,6.853174603174603
1363393,3235833,167679,27629,54,17,11,1,09,30.0,4,1,11,30.0,3.5,3,47,0.5949367088607594,79,6.30379746835443
94601,381340,123957,12606,115,7,13,4,10,30.0,7,1,13,30.0,8.5,9,263,0.7429378531073446,354,4.9858757062146895
13276,17610,115909,6400,3,19,23,6,22,7.0,3,1,23,7.0,17.5,33,13,0.5909090909090909,22,11.090909090909092
590765,1478374,165986,44895,52,1,5,0,18,14.0,6,0,5,14.0,5.5,4,7,0.7777777777777778,9,4.555555555555555
727744,1682962,128658,196,77,7,5,3,14,30.0,3,0,5,30.0,3.5,1,1221,0.8102189781021898,1507,3.984737889847379
1179801,2733496,192025,42768,59,15,87,5,13,2.0,7,1,87,2.0,11.5,17,706,0.6187554776511832,1141,10.434706397896582
341688,672669,108617,47520,48,14,11,3,16,30.0,19,1,11,30.0,17.0,22,5,0.625,8,8.0
1007966,2469648,158285,2717,115,7,8,6,10,30.0,4,0,8,30.0,2.5,2,107,0.7039473684210527,152,6.6118421052631575
1210368,2999296,148420,34234,86,16,4,5,13,4.0,2,1,4,4.0,2.0,2,206,0.7030716723549488,293,6.255972696245734
967479,2246562,149767,47209,24,4,18,6,15,3.0,5,1,18,3.0,5.5,8,6042,0.8284656519950637,7293,6.972850678733032
690466,1820417,128603,16797,24,4,4,2,18,10.0,2,1,4,10.0,10.5,13,4786,0.7369879889128427,6494,7.441330458885124
512161,1370469,74683,7021,81,15,4,2,13,30.0,42,1,4,30.0,25.0,23,328,0.4639321074964639,707,10.36067892503536
362254,924287,116820,21385,32,4,22,5,10,19.0,7,1,22,19.0,10.0,16,68,0.591304347826087,115,6.113043478260869
250904,559488,1435,32177,24,4,4,0,08,30.0,6,0,4,30.0,3.5,0,288,0.4721311475409836,610,10.236065573770492
1164614,2721784,192640,27730,91,16,7,6,10,30.0,14,0,7,30.0,8.0,2,336,0.7320261437908496,459,6.392156862745098
750256,1891948,12575,23165,83,4,4,6,12,3.0,7,0,4,3.0,6.5,4,423,0.5536649214659686,764,10.070680628272251
1354382,3213842,3348,4376,3,19,6,2,19,7.0,8,0,6,7.0,12.0,2,18,0.4,45,13.088888888888889
941635,2207270,61936,28132,121,14,23,4,22,22.0,23,1,23,22.0,21.5,31,73,0.7156862745098039,102,10.088235294117647
364641,713199,93316,19678,83,4,22,0,12,13.0,25,1,22,13.0,13.5,21,720,0.6132879045996593,1174,9.804940374787053
767798,1736495,152074,12545,91,16,36,6,18,6.0,7,1,36,6.0,4.5,8,123,0.5466666666666666,225,8.577777777777778
541045,1410661,194386,19003,83,4,15,0,13,7.0,5,0,15,7.0,4.5,6,159,0.4676470588235294,340,9.423529411764706
25770,283556,175776,45578,116,1,9,3,11,4.0,2,1,9,4.0,4.5,8,92,0.575,160,9.425
1042624,2522710,108698,37766,123,4,9,3,07,30.0,5,0,9,30.0,3.0,4,395,0.6220472440944882,635,8.674015748031495
372943,934961,114624,38003,37,1,7,6,15,27.0,9,0,7,27.0,5.5,3,56,0.47863247863247865,117,8.461538461538462
818431,2048144,141530,39922,123,4,6,0,13,15.0,5,1,6,15.0,7.0,13,204,0.555858310626703,367,8.288828337874659
1106480,2648454,166522,44475,121,14,34,3,18,18.0,5,1,34,18.0,4.0,7,90,0.5660377358490566,159,7.90566037735849
842844,2277143,196166,28985,83,4,14,4,10,30.0,12,1,14,30.0,6.5,10,1944,0.7400076132470499,2627,7.575561476969928
1380045,3277859,46760,15622,30,6,22,2,17,7.0,3,0,22,7.0,3.5,3,23,0.34328358208955223,67,9.611940298507463
1084729,2842524,141373,30795,13,20,19,4,10,28.0,7,1,19,28.0,8.0,15,97,0.708029197080292,137,8.489051094890511
1009465,2474102,194299,21288,24,4,6,1,15,30.0,4,0,6,30.0,4.0,3,710,0.659238625812442,1077,6.904363974001857
186512,229394,97187,17076,11,11,13,4,20,25.0,2,0,13,25.0,1.5,1,0,0.0,2,8.5
480266,1321265,24814,42265,123,4,7,3,17,30.0,6,1,7,30.0,5.0,5,2479,0.6891854323046983,3597,8.67167083680845
295583,850291,62196,40529,2,16,4,1,16,5.0,15,0,4,5.0,12.0,8,17,0.6071428571428571,28,8.035714285714286
844588,2281319,51003,25931,123,4,7,6,08,8.0,1,0,7,8.0,6.5,4,532,0.7492957746478873,710,7.780281690140845
745469,1885619,65710,18479,69,15,11,1,07,30.0,12,1,11,30.0,11.0,13,186,0.45145631067961167,412,10.759708737864077
497262,1344929,91569,34969,83,4,5,0,21,20.0,3,0,5,20.0,10.0,10,1484,0.6642793196060878,2234,8.612354521038496
655929,1579155,76032,17949,21,16,7,0,07,7.0,7,1,7,7.0,18.0,21,277,0.7446236559139785,372,9.010752688172044
44819,310520,36197,40408,51,13,6,6,17,8.0,46,0,6,8.0,25.0,24,25,0.46296296296296297,54,10.38888888888889
680911,1624377,152709,18288,107,19,14,1,11,14.0,10,0,14,14.0,13.5,11,323,0.6320939334637965,511,9.864970645792564
1074080,2615407,115412,14645,77,7,54,3,15,3.0,1,1,54,3.0,12.0,19,43,0.7413793103448276,58,5.982758620689655
772183,1926246,1882,34429,83,4,12,2,18,27.0,2,1,12,27.0,4.0,4,187,0.700374531835206,267,8.318352059925093
464261,1296157,136606,21903,123,4,5,0,21,13.0,8,1,5,13.0,10.0,11,8055,0.8232829108748978,9784,7.485384300899428
777351,1934154,104656,29307,123,4,18,6,16,11.0,12,1,18,11.0,14.5,16,278,0.6056644880174292,459,9.335511982570806
1235871,3057473,44575,19057,24,4,5,1,21,7.0,18,0,5,7.0,10.0,8,2288,0.7914216534071256,2891,7.730888965755794
765025,1730132,100291,6251,81,15,15,5,21,0.0,9,1,15,0.0,13.5,22,1,1.0,1,9.0
1065359,2804975,84936,30753,131,9,8,5,11,30.0,15,0,8,30.0,9.5,2,23,0.5348837209302325,43,12.744186046511627
633397,1549128,77278,14650,65,11,5,4,12,11.0,1,0,5,11.0,3.0,0,40,0.41237113402061853,97,9.494845360824742
444245,1271954,99557,33957,38,1,5,6,08,30.0,8,0,5,30.0,6.5,4,108,0.5454545454545454,198,10.328282828282829
1111254,2660845,36155,17706,93,3,10,1,12,29.0,9,1,10,29.0,16.0,16,295,0.7074340527577938,417,8.731414868105515
1290037,3126535,126167,6948,91,16,18,5,18,27.0,1,1,18,27.0,14.0,27,265,0.828125,320,6.515625
327607,648255,63733,35004,4,9,5,6,11,24.0,55,0,5,24.0,29.0,30,249,0.5558035714285714,448,10.537946428571429
614553,1522464,66029,7021,81,15,9,5,15,13.0,21,0,9,13.0,12.5,22,328,0.4639321074964639,707,10.36067892503536
690854,1821559,48494,38739,83,4,6,1,13,30.0,1,0,6,30.0,1.0,0,955,0.5848132271892222,1633,7.524800979791794
1080251,2830325,79943,41787,24,4,61,4,15,2.0,10,1,61,2.0,7.5,13,799,0.6619718309859155,1207,8.825186412593206
1064289,2612065,148444,13560,52,1,10,1,23,30.0,2,1,10,30.0,7.5,4,84,0.8484848484848485,99,6.474747474747475
